tpep_pickup_datetime,Date,Day_of_Week,Total_trips,Total_fare,Total_amount,speed_p50,duration_p50,duration_p95,distance_p50,distance_p95,avg_distance,revenue_per_trip,revenue_per_mile,Early Morning,Morning,Morning Rush,Midday,Evening Rush,Late Night,index_100_by_day_by_trips
2021-08-29 00:00:00-04:00,2021-08-29,Sunday,66091,1019794.7,897356.4100000001,13.18,11.0,41.0,2.29,17.1,4.170074145810005,15.430159931004221,3.700256276190479,2574.0 / 2618.0,677.0 / 713.67,1426.67 / 1302.67,3488.33 / 3380.33,4343.0 / 4381.67,3105.0 / 3228.6,99.0602236278066
2021-08-30 00:00:00-04:00,2021-08-30,Monday,77406,1067192.5699999998,974371.1900000001,11.61,10.0,37.0,1.9,15.2,3.5876803617571054,13.786948944526262,3.843084700491184,745.0 / 821.75,748.33 / 629.33,3415.0 / 3241.33,4747.33 / 4680.33,5428.67 / 5508.0,3433.2 / 3580.2,116.0196648580593
2021-08-31 00:00:00-04:00,2021-08-31,Tuesday,86626,1152472.2500000002,1094766.33,10.8,11.0,37.0,1.85,12.55,3.2979364841152568,13.303999376630575,4.034078510623656,592.25 / 692.75,700.33 / 579.33,3706.0 / 3490.0,5256.0 / 5164.0,6319.0 / 6344.33,4109.0 / 4326.0,129.8390239515573
2021-09-01 00:00:00-04:00,2021-09-01,Wednesday,79430,1040581.9299999999,1006210.3400000001,10.33,11.0,39.0,1.77,12.18,3.1942176836485427,13.100616014100465,4.1010815125189986,741.25 / 832.0,745.33 / 630.0,3742.0 / 3535.33,4957.5 / 4883.17,6321.33 / 6333.67,2858.8 / 3061.2,100.0
2021-09-02 00:00:00-04:00,2021-09-02,Thursday,83494,1297045.0699999998,1177941.08,11.28,12.0,54.0,2.2,15.89,3.935737386804657,15.53459015019043,3.9472729308959087,613.25 / 761.5,698.67 / 553.33,2949.0 / 2716.0,4921.17 / 4831.67,5978.33 / 5978.0,4527.2 / 4743.2,105.11645474002268
2021-09-03 00:00:00-04:00,2021-09-03,Friday,86237,1244440.0999999999,1136834.2400000002,10.95,12.0,47.0,2.0,14.867999999999883,3.628173205153479,14.430466041258391,3.9774220494026298,1395.5 / 1595.5,766.67 / 639.67,3093.0 / 2926.67,4744.5 / 4616.5,5733.67 / 5797.33,4681.6 / 4813.0,108.56980989550549
2021-09-04 00:00:00-04:00,2021-09-04,Saturday,80334,1102271.02,1030148.7200000002,12.31,11.0,35.0,2.05,13.256499999999942,3.541166218504133,13.721102148529887,3.874915916191763,2286.5 / 2436.5,680.0 / 683.33,1795.0 / 1674.33,4371.83 / 4259.83,5326.33 / 5336.33,4310.6 / 4389.4,101.13810902681605
2021-09-05 00:00:00-04:00,2021-09-05,Sunday,67133,1788883.1199999999,874525.0700000001,13.14,11.0,34.0,2.16,16.43,3.897022107019426,26.646852069771942,6.83818071866368,2319.0 / 2387.25,600.67 / 615.33,1379.0 / 1293.0,3815.83 / 3707.83,4493.33 / 4527.67,3108.6 / 3205.8,84.51844391287926
2021-09-06 00:00:00-04:00,2021-09-06,Monday,64741,962089.3099999998,824693.2500000001,13.82,10.0,35.0,2.1,17.55,4.139926471724054,14.860587726479356,3.5897834173520886,1206.75 / 1284.25,529.0 / 491.0,1386.33 / 1337.33,3941.33 / 3814.83,4780.33 / 4829.0,3235.8 / 3348.6,81.50698728440136
2021-09-07 00:00:00-04:00,2021-09-07,Tuesday,81232,1112586.27,1029073.4800000002,11.23,11.0,38.0,1.89,14.82,3.4962666978565187,13.696403757140043,3.917494526056009,588.75 / 684.25,701.67 / 571.0,3442.67 / 3273.0,4926.0 / 4843.67,5856.67 / 5879.67,3863.6 / 4052.4,102.26866423265768
2021-09-08 00:00:00-04:00,2021-09-08,Wednesday,93804,1246395.05,1177268.37,10.35,11.0,35.0,1.82,12.0,3.2413650709030812,13.28722709052919,4.099386069767723,615.5 / 752.25,744.33 / 612.0,3975.33 / 3738.33,5695.17 / 5608.33,6796.33 / 6843.0,4524.6 / 4713.0,118.09643711444038
2021-09-09 00:00:00-04:00,2021-09-09,Thursday,96181,1382367.26,1291976.8800000001,9.27,13.0,44.0,1.88,12.211999999999971,3.3001671917402295,14.372560692860336,4.355151138886079,948.75 / 1133.75,827.67 / 680.33,3950.0 / 3686.33,5650.67 / 5508.0,6242.33 / 6289.33,5084.4 / 5326.0,121.08900919048217
2021-09-10 00:00:00-04:00,2021-09-10,Friday,98119,1396615.69,1317303.3,9.45,13.0,46.0,1.9,11.87,3.288361770221787,14.233896493033969,4.328668686813336,1607.0 / 1860.5,821.33 / 700.33,3703.0 / 3448.67,5289.5 / 5169.67,6383.67 / 6346.67,5446.0 / 5634.4,123.52889336522725
2021-09-11 00:00:00-04:00,2021-09-11,Saturday,96135,1265806.4900000002,1228957.8599999999,11.27,12.0,33.0,2.0,10.727500000000001,3.2235479474855913,13.16696822177147,4.084634331746699,2904.25 / 3093.0,802.67 / 823.0,2089.0 / 1944.67,5039.0 / 4893.0,6325.0 / 6278.0,5326.8 / 5453.6,121.03109656301146
2021-09-12 00:00:00-04:00,2021-09-12,Sunday,77604,1133732.49,1025925.5800000001,12.13,12.0,38.0,2.14,15.66,3.809719716494846,14.609201716406371,3.8348079912848823,2877.75 / 2919.25,780.0 / 810.0,1679.67 / 1571.0,4308.67 / 4149.33,5148.33 / 5221.33,3483.4 / 3644.8,97.70112048344456
2021-09-13 00:00:00-04:00,2021-09-13,Monday,85769,1219661.61,1111863.91,10.16,12.0,42.0,1.9,14.1,3.456444436671447,14.22030815329548,4.114199115761732,762.5 / 842.5,798.0 / 663.0,3590.33 / 3369.33,5137.0 / 5041.33,6095.0 / 6132.33,4089.4 / 4331.4,107.98061185949892
2021-09-14 00:00:00-04:00,2021-09-14,Tuesday,94330,1257277.61,1223121.0700000003,9.35,12.0,39.0,1.8,10.8,3.0409933845044743,13.32850217322167,4.38268629955464,579.5 / 694.75,778.33 / 636.67,4229.67 / 3975.67,5601.83 / 5486.0,6644.33 / 6683.67,4688.8 / 4949.4,118.75865541986654
2021-09-15 00:00:00-04:00,2021-09-15,Wednesday,98948,1291170.6400000001,1265525.2000000002,9.55,12.0,37.0,1.77,10.772499999999999,2.996788226732433,13.048981687350933,4.354655938608209,780.0 / 900.0,823.67 / 666.67,4285.33 / 4044.67,6015.17 / 5888.83,6889.67 / 6996.33,4748.2 / 4978.4,124.57257962986277
2021-09-16 00:00:00-04:00,2021-09-16,Thursday,95181,1217145.23,1183087.8200000003,10.85,11.0,33.0,1.8,11.37,3.153438432443791,12.787691135835933,4.055135769702702,858.0 / 1011.5,756.67 / 634.33,3661.33 / 3450.67,5411.17 / 5332.5,6763.33 / 6797.0,5147.6 / 5298.8,119.83003902807503
2021-09-17 00:00:00-04:00,2021-09-17,Friday,101935,1408587.1400000001,1340958.77,9.48,13.0,43.0,1.87,11.46,3.1868634414826302,13.818483739638006,4.336124637724345,1296.5 / 1543.5,874.67 / 723.33,4001.33 / 3776.0,5519.0 / 5374.67,6646.0 / 6640.33,5813.8 / 6018.8,128.33312350497292
2021-09-18 00:00:00-04:00,2021-09-18,Saturday,102507,1345500.3499999996,1309036.7500000002,10.87,12.0,36.0,1.95,10.418999999999942,3.14582665873194,13.125936277522507,4.172317667129573,2987.25 / 3179.75,791.33 / 801.67,2271.33 / 2123.67,5498.67 / 5323.17,6834.0 / 6789.33,5575.2 / 5741.0,129.0532544378698
2021-09-19 00:00:00-04:00,2021-09-19,Sunday,81090,1165363.28,1064774.6900000002,12.02,12.0,38.0,2.09,14.598999999999942,3.696039243737898,14.371232951042053,3.888427120374836,2990.5 / 3026.0,785.33 / 823.0,1906.33 / 1773.67,4646.33 / 4495.67,5221.67 / 5282.0,3502.0 / 3675.2,102.08989046959587
2021-09-20 00:00:00-04:00,2021-09-20,Monday,85283,1217035.11,1109778.1400000001,10.15,12.0,42.0,1.88,13.743499999999912,3.443673218096958,14.270547588616724,4.1441353034422335,633.5 / 731.0,845.33 / 683.0,3839.0 / 3612.67,5092.0 / 4993.17,5991.0 / 6070.33,4034.2 / 4260.4,107.36875236056906
2021-09-21 00:00:00-04:00,2021-09-21,Tuesday,92661,1241592.26,1197298.0100000002,9.77,12.0,38.0,1.8,11.14,3.0774536467439395,13.399297007370954,4.354111016916402,542.75 / 663.25,815.0 / 665.0,3976.0 / 3705.33,5114.67 / 5025.83,6801.67 / 6926.67,5004.8 / 5192.4,116.65743421880902
2021-09-22 00:00:00-04:00,2021-09-22,Wednesday,98568,1299858.93,1274086.9600000002,9.69,12.0,36.0,1.8,10.95,3.068574008502176,13.187433345507669,4.297537058873589,715.75 / 865.5,846.33 / 693.67,4260.33 / 4002.33,5548.67 / 5452.17,7082.0 / 7130.0,5169.4 / 5383.0,124.09417096814805
2021-09-23 00:00:00-04:00,2021-09-23,Thursday,95884,1335207.98,1283198.5100000002,8.75,13.0,43.0,1.76,11.46,3.09653682091716,13.925242793375329,4.4970770184503674,959.25 / 1107.75,905.0 / 736.67,4274.0 / 4032.67,5739.83 / 5604.17,6351.0 / 6389.67,4603.6 / 4870.2,120.71509505224726
2021-09-24 00:00:00-04:00,2021-09-24,Friday,100550,1460850.9199999997,1349028.49,9.32,13.0,45.0,1.89,13.07,3.390299274937092,14.528601889607158,4.285548763755564,1293.0 / 1568.5,895.67 / 770.0,3730.33 / 3507.67,5340.33 / 5187.0,6483.33 / 6535.0,6001.6 / 6143.2,126.58944983003903
2021-09-25 00:00:00-04:00,2021-09-25,Saturday,104392,1387922.0400000003,1347883.2400000002,10.6,12.0,35.0,1.97,10.43,3.1499647465680596,13.295291210054414,4.220809773171039,3208.5 / 3428.5,822.0 / 856.33,2294.67 / 2118.0,5560.83 / 5380.17,6681.67 / 6707.67,5759.6 / 5870.2,131.4264131940073
2021-09-26 00:00:00-04:00,2021-09-26,Sunday,83733,1196142.92,1093017.0500000003,12.29,11.0,36.0,2.1,15.18,3.7317090270644715,14.285203205426772,3.8283205928860764,3200.75 / 3228.5,838.67 / 868.67,1942.33 / 1825.0,4855.17 / 4719.33,5402.67 / 5456.67,3449.6 / 3610.4,105.41734860883798
2021-09-27 00:00:00-04:00,2021-09-27,Monday,87342,1194255.8800000001,1099564.02,10.53,11.0,37.0,1.87,13.24,3.3918400320622926,13.673328753635136,4.031089853149563,683.0 / 778.0,874.67 / 716.33,4001.67 / 3803.33,5295.0 / 5207.67,6282.67 / 6372.0,3872.6 / 4061.8,109.96097192496539
2021-09-28 00:00:00-04:00,2021-09-28,Tuesday,94276,1202616.8699999999,1165439.3000000003,10.0,11.0,33.0,1.76,10.85,3.0049610700950447,12.756341698841698,4.244888397992554,532.75 / 653.25,815.33 / 650.67,4282.33 / 4060.67,5522.33 / 5462.0,6874.67 / 6930.33,4618.8 / 4793.2,118.69067103109656
2021-09-29 00:00:00-04:00,2021-09-29,Wednesday,100796,1307865.34,1277705.6800000002,9.7,12.0,35.0,1.8,10.77,3.024384673386777,12.97536945910552,4.2900425764961705,691.0 / 824.5,822.33 / 685.67,4282.0 / 4032.0,5826.0 / 5724.67,7162.0 / 7229.33,5255.4 / 5461.8,126.8991564899912
2021-09-30 00:00:00-04:00,2021-09-30,Thursday,106838,1463240.31,1387486.5700000003,9.35,12.0,43.0,1.82,11.515999999999913,3.15411096237913,13.695878900765646,4.342296323587127,878.25 / 1076.5,853.0 / 704.67,4442.67 / 4162.67,6057.17 / 5916.17,7339.33 / 7367.67,5815.4 / 6066.0,134.50585421125518
2021-10-01 00:00:00-04:00,2021-10-01,Friday,108185,1489927.6099999999,1398387.6,9.57,12.0,45.0,1.84,11.72,3.2080045110418847,13.772035032583075,4.293106184133816,1513.75 / 1801.5,917.67 / 770.0,4058.33 / 3798.33,5770.17 / 5628.67,7208.33 / 7226.67,6191.2 / 6364.4,100.0
2021-10-02 00:00:00-04:00,2021-10-02,Saturday,106673,1399289.26,1358924.6300000001,10.6,12.0,34.0,1.93,10.28,3.114505610919965,13.117557957496274,4.211890511317139,3128.5 / 3348.75,842.33 / 850.33,2348.33 / 2175.33,5646.5 / 5469.0,6976.33 / 6993.67,5955.8 / 6081.2,98.60239404723391
2021-10-03 00:00:00-04:00,2021-10-03,Sunday,84214,1233247.13,1109417.1500000001,12.02,12.0,37.0,2.1,15.47,3.783856467626241,14.644205595269193,3.870357427594882,3357.25 / 3395.5,780.33 / 822.0,1886.33 / 1729.33,4873.5 / 4720.33,5284.0 / 5388.0,3538.4 / 3698.4,77.84258446180155
2021-10-04 00:00:00-04:00,2021-10-04,Monday,89261,1228833.6900000002,1113829.1900000002,10.02,12.0,39.0,1.8,13.65,3.3773571820697543,13.766747963836393,4.076232378814112,638.25 / 728.0,855.67 / 689.67,4218.33 / 3987.0,5395.0 / 5326.83,6745.33 / 6798.0,3776.0 / 3992.8,82.50774136895134
2021-10-05 00:00:00-04:00,2021-10-05,Tuesday,99340,1287896.2699999998,1236297.0800000003,9.5,12.0,36.0,1.77,10.761499999999941,3.000456018844752,12.96452858868532,4.3209143563038515,513.5 / 636.5,780.33 / 632.67,4506.67 / 4219.33,5804.67 / 5715.83,7142.33 / 7191.67,5034.0 / 5273.6,91.82419004483062
2021-10-06 00:00:00-04:00,2021-10-06,Wednesday,105325,1396384.46,1349361.2800000003,9.29,12.0,38.0,1.8,10.77,3.021459280851509,13.25786337526703,4.38794841771597,719.25 / 874.0,848.33 / 690.33,4567.67 / 4290.33,6119.5 / 6006.83,7357.67 / 7401.67,5482.0 / 5728.2,97.35638027452974
2021-10-07 00:00:00-04:00,2021-10-07,Thursday,110162,1521955.57,1444800.1,9.22,13.0,42.0,1.8,11.68449999999997,3.1643050512019752,13.815613097075216,4.365829718605741,978.5 / 1173.75,894.0 / 720.33,4639.67 / 4360.0,6244.5 / 6103.33,7376.0 / 7363.0,6010.4 / 6303.4,101.82742524379536
2021-10-08 00:00:00-04:00,2021-10-08,Friday,111142,1532446.5599999996,1440938.2999999998,9.49,13.0,43.0,1.83,11.56,3.1887274118070557,13.788185924313039,4.324194212274068,1615.75 / 1898.75,954.33 / 782.67,4257.67 / 4006.33,5961.83 / 5812.17,7272.67 / 7286.33,6290.8 / 6489.6,102.73328095392151
2021-10-09 00:00:00-04:00,2021-10-09,Saturday,108819,1418803.02,1369747.7000000002,10.74,12.0,34.0,1.9,10.2,3.079156343050399,13.038192043668845,4.234378688621562,3462.5 / 3673.75,828.0 / 856.0,2451.33 / 2259.0,5769.17 / 5604.17,6912.67 / 6879.0,5955.6 / 6103.4,100.58603318389797
2021-10-10 00:00:00-04:00,2021-10-10,Sunday,86551,1200819.47,1106851.4500000002,12.12,11.0,32.0,2.03,14.21,3.612943127195415,13.874125891093112,3.8403344477947323,3536.0 / 3558.0,835.0 / 890.0,1814.67 / 1702.33,5102.67 / 4964.83,5319.0 / 5381.0,3577.0 / 3722.0,80.00277302768406
2021-10-11 00:00:00-04:00,2021-10-11,Monday,80828,1149536.2999999998,1011603.66,11.81,11.0,36.0,1.95,15.9,3.692329011184797,14.22200598802395,3.8518954597421264,800.0 / 869.5,650.67 / 538.0,3121.67 / 2980.67,4956.0 / 4864.0,5973.33 / 6002.33,3731.0 / 3920.6,74.71276054905948
2021-10-12 00:00:00-04:00,2021-10-12,Tuesday,100802,1347951.15,1265046.1600000001,9.69,12.0,38.0,1.8,11.57,3.1538261292274723,13.372265927263348,4.240052109234997,554.5 / 674.25,870.33 / 697.67,4595.0 / 4339.33,6014.0 / 5920.0,7079.67 / 7091.0,4973.0 / 5240.2,93.17557886952905
2021-10-13 00:00:00-04:00,2021-10-13,Wednesday,105871,1410162.65,1336427.1400000001,9.33,12.0,38.0,1.8,10.94,3.0674095065366886,13.319630965986908,4.342440896419078,721.25 / 872.0,836.67 / 668.67,4731.33 / 4470.0,6196.67 / 6077.17,7292.67 / 7322.67,5444.8 / 5707.2,97.86107131302862
2021-10-14 00:00:00-04:00,2021-10-14,Thursday,114176,1555493.24,1457649.2500000002,9.18,13.0,40.0,1.8,11.2,3.1182954067689725,13.623644548766816,4.369108250878404,997.25 / 1207.25,944.67 / 774.33,4773.67 / 4470.67,6448.0 / 6296.33,7799.67 / 7842.67,6189.0 / 6461.2,105.53773628506724
2021-10-15 00:00:00-04:00,2021-10-15,Friday,115159,1595225.68,1491696.8900000004,9.35,13.0,42.0,1.83,11.51,3.2022722417611047,13.852375237714812,4.325738131589428,1740.75 / 2032.0,1014.33 / 838.33,4392.33 / 4155.67,6182.33 / 6023.0,7399.0 / 7404.33,6537.0 / 6739.6,106.44636502287747
2021-10-16 00:00:00-04:00,2021-10-16,Saturday,112566,1445087.84,1397735.72,10.51,12.0,33.0,1.88,9.95,3.0085267908704028,12.837693797416627,4.267333964289459,3481.25 / 3687.25,888.0 / 915.33,2483.0 / 2301.67,6156.67 / 5986.67,7336.33 / 7324.33,5915.8 / 6054.6,104.04954476128853
2021-10-17 00:00:00-04:00,2021-10-17,Sunday,92914,1315203.6600000001,1197144.4400000002,11.89,11.0,35.0,2.03,14.771999999999824,3.658690513353211,14.155064468217924,3.8689601095496307,3428.25 / 3456.75,772.33 / 823.67,2170.33 / 1998.33,5492.33 / 5353.0,6036.67 / 6059.33,3861.8 / 4065.0,85.88436474557471
2021-10-18 00:00:00-04:00,2021-10-18,Monday,96412,1316407.6900000002,1199778.29,10.49,11.0,38.0,1.83,13.196499999999942,3.3840278815036093,13.653981765755303,4.034855782640365,660.0 / 731.5,950.33 / 761.67,4402.67 / 4208.33,5809.17 / 5712.5,6894.0 / 6976.33,4435.2 / 4674.4,89.11771502518833
2021-10-19 00:00:00-04:00,2021-10-19,Tuesday,103349,1362954.62,1306942.23,9.4,12.0,38.0,1.78,10.8,3.007938185231418,13.187883965979353,4.384035160425003,518.5 / 638.25,831.33 / 677.33,4770.67 / 4480.67,6030.67 / 5920.5,7251.33 / 7287.67,5306.2 / 5587.2,95.52987937329574
2021-10-20 00:00:00-04:00,2021-10-20,Wednesday,111081,1470070.55,1416155.1100000003,9.35,12.0,38.0,1.8,10.82,3.0326949843796425,13.234221424005906,4.364063813562843,759.75 / 931.0,894.0 / 747.0,4968.33 / 4654.67,6286.5 / 6153.33,7770.0 / 7790.0,5885.2 / 6172.4,102.67689605767897
2021-10-21 00:00:00-04:00,2021-10-21,Thursday,114546,1574847.2,1499166.7200000002,9.12,13.0,41.0,1.8,11.19,3.1299886501540963,13.748600562219545,4.392536882899558,1096.0 / 1331.25,949.0 / 782.0,4773.67 / 4458.33,6419.33 / 6293.5,7806.67 / 7821.67,6211.6 / 6454.8,105.87974303276795
2021-10-22 00:00:00-04:00,2021-10-22,Friday,114228,1565966.67,1488990.74,9.34,13.0,41.0,1.82,11.23,3.1553786280260914,13.709131473894317,4.344486824591662,1709.5 / 2023.0,1011.33 / 862.33,4329.67 / 4056.67,6061.17 / 5932.0,7443.67 / 7415.0,6533.8 / 6708.4,105.5858020982576
2021-10-23 00:00:00-04:00,2021-10-23,Saturday,111198,1461909.44,1417421.8900000001,10.43,12.0,35.0,1.9,10.26,3.046138965582366,13.146904081008648,4.315967141941556,3469.25 / 3671.5,816.0 / 848.33,2564.0 / 2338.0,5966.33 / 5820.67,7146.33 / 7064.33,5988.8 / 6167.2,102.78504413735729
2021-10-24 00:00:00-04:00,2021-10-24,Sunday,91388,1295766.6900000002,1174308.8800000001,11.88,11.0,36.0,2.03,14.82,3.6669055253395197,14.178739987744564,3.866640647685822,3474.25 / 3488.5,844.33 / 884.33,2059.67 / 1899.67,5557.17 / 5411.67,5684.67 / 5734.0,3676.4 / 3882.0,84.47381799694968
2021-10-25 00:00:00-04:00,2021-10-25,Monday,93015,1279183.9100000001,1168118.3000000003,10.18,11.0,40.0,1.81,12.94,3.3471375736464113,13.752447562221148,4.108815833504269,591.5 / 649.5,901.33 / 723.33,4282.33 / 4004.67,5645.33 / 5569.0,6911.33 / 6995.67,4098.4 / 4366.4,85.97772334427138
2021-10-26 00:00:00-04:00,2021-10-26,Tuesday,93884,1218149.9600000002,1139211.31,9.95,11.0,34.0,1.71,11.85,3.126805854406783,12.975053896297561,4.149752324690886,613.5 / 730.75,841.33 / 677.67,4231.0 / 4031.33,5324.5 / 5280.17,6803.0 / 6823.0,4771.4 / 4936.8,86.78097703008734
2021-10-27 00:00:00-04:00,2021-10-27,Wednesday,111998,1511367.7000000002,1443757.41,9.15,13.0,40.0,1.79,10.89,3.033117571947747,13.494595439204273,4.4490709871010985,616.5 / 797.0,855.33 / 694.0,4938.0 / 4645.33,6312.17 / 6200.33,8037.33 / 8016.0,6033.4 / 6308.4,103.52451818643988
2021-10-28 00:00:00-04:00,2021-10-28,Thursday,117580,1624055.28,1548582.4100000001,8.92,13.0,43.0,1.8,11.1,3.1886634627652786,13.812342915461814,4.331765335667711,1148.25 / 1400.5,953.0 / 777.67,5013.33 / 4671.0,6544.17 / 6422.33,7935.0 / 7934.0,6403.6 / 6659.2,108.68419836391368
2021-10-29 00:00:00-04:00,2021-10-29,Friday,119671,1603554.7,1523377.8600000003,9.13,12.0,39.0,1.76,11.2075,3.0765168886734746,13.399693325868423,4.355544421628828,2025.25 / 2282.0,1006.67 / 876.0,4473.67 / 4185.0,6383.17 / 6247.5,7922.67 / 7944.33,6612.4 / 6808.4,110.61699865970328
2021-10-30 00:00:00-04:00,2021-10-30,Saturday,109214,1409912.2700000003,1360647.0900000003,10.37,12.0,33.0,1.85,10.23,3.0233194146841758,12.909629443111692,4.270183992779609,3459.75 / 3705.75,807.0 / 853.0,2193.67 / 2060.33,5749.5 / 5577.5,7012.33 / 6959.0,6167.8 / 6261.8,100.9511484956325
2021-10-31 00:00:00-04:00,2021-10-31,Sunday,93542,1301255.4999999998,1205487.24,11.66,11.0,34.0,2.0,13.094999999999999,3.5203755973955166,13.910922366423636,3.9517050688781175,4100.0 / 4098.0,1138.33 / 1237.67,1974.33 / 1845.67,5385.5 / 5238.0,5787.33 / 5817.67,3625.8 / 3803.8,86.46485187410454
2021-11-01 00:00:00-04:00,2021-11-01,Monday,98185,1366275.51,1239779.0799999998,10.4,12.0,40.0,1.86,13.3,3.433020197801974,13.915318123949687,4.053532599940224,1210.75 / 1289.25,984.0 / 858.67,4366.33 / 4109.67,5579.67 / 5480.5,7068.33 / 7142.67,4521.6 / 4762.4,100.0
2021-11-02 00:00:00-04:00,2021-11-02,Tuesday,108309,1387684.4700000002,1314018.4000000001,9.85,11.0,34.0,1.74,10.958499999999914,3.00670289185995,12.81227294130682,4.261349620794906,633.0 / 754.0,911.0 / 764.0,4694.0 / 4410.0,6298.83 / 6215.33,7920.33 / 7939.67,5481.6 / 5732.0,110.31114732392933
2021-11-03 00:00:00-04:00,2021-11-03,Wednesday,113820,1495990.21,1444815.9600000002,9.29,12.0,38.0,1.75,10.6,2.9836110745007067,13.143473994025657,4.405110804132033,855.5 / 1001.0,927.33 / 775.33,5006.33 / 4687.0,6407.17 / 6303.17,7975.67 / 7954.0,6045.4 / 6349.6,115.92402098080154
2021-11-04 00:00:00-04:00,2021-11-04,Thursday,119699,1623911.8699999999,1545984.2100000002,9.05,13.0,39.0,1.79,10.97,3.0631031140596403,13.566628543262683,4.428981934255012,1055.0 / 1274.75,949.0 / 768.0,5061.0 / 4761.0,6681.33 / 6540.5,8150.33 / 8175.33,6582.0 / 6848.8,121.91169730610582
2021-11-05 00:00:00-04:00,2021-11-05,Friday,120656,1660840.33,1554709.82,9.11,13.0,41.0,1.8,11.37,3.302676336510568,13.765086941387084,4.167756481252264,1707.75 / 2019.0,982.0 / 822.0,4645.33 / 4358.33,6507.67 / 6328.0,7948.67 / 7971.67,6810.2 / 7031.2,122.88638794113153
2021-11-06 00:00:00-04:00,2021-11-06,Saturday,121953,1569191.77,1518209.04,10.17,12.0,33.0,1.88,9.86,2.9896569652536873,12.867184653104065,4.3040373738980655,3668.0 / 3919.0,863.0 / 889.33,2714.67 / 2495.0,6630.67 / 6447.5,7878.67 / 7794.33,6625.6 / 6811.2,124.20736365025206
2021-11-07 00:00:00-04:00,2021-11-07,Sunday,83259,1248220.5499999998,1117153.7000000002,12.17,11.0,38.0,2.1,16.63,3.9108986294129653,14.992019481377387,3.8336696057137867,2103.75 / 2158.0,907.0 / 884.33,2381.33 / 2235.0,4919.67 / 4787.17,5236.0 / 5210.33,3950.6 / 4183.0,84.79808524723735
2021-11-08 00:00:00-05:00,2021-11-08,Monday,99419,1413864.7900000003,1264675.8099999998,10.09,12.0,40.0,1.85,15.135000000000002,3.5164363098651057,14.221273499029364,4.044047116796329,641.5 / 740.5,1037.67 / 847.67,4535.0 / 4320.33,5961.67 / 5862.33,7098.33 / 7175.0,4614.0 / 4850.8,101.2568111218618
2021-11-09 00:00:00-05:00,2021-11-09,Tuesday,111161,1505449.49,1410462.3099999998,9.37,12.0,38.0,1.8,11.5,3.1284207211746073,13.54296461888612,4.328733498324333,588.25 / 750.0,978.67 / 796.0,4859.33 / 4562.0,6384.5 / 6258.0,7932.33 / 7998.33,5838.0 / 6108.8,113.21586800427764
2021-11-10 00:00:00-05:00,2021-11-10,Wednesday,118614,1645130.09,1541245.7600000002,9.14,13.0,42.0,1.8,11.53,3.1636985388967114,13.86961142866778,4.384032898592467,945.25 / 1168.5,997.0 / 809.0,4989.0 / 4679.33,6687.33 / 6548.83,8083.0 / 8086.33,6500.4 / 6784.6,120.80664052553854
2021-11-11 00:00:00-05:00,2021-11-11,Thursday,115909,1663841.68,1510224.4700000002,9.56,13.0,42.0,1.84,12.34,3.29553049585422,14.354723791940229,4.355979259062772,1335.25 / 1545.0,903.67 / 748.33,4715.67 / 4391.67,6323.33 / 6173.67,7678.67 / 7762.67,6546.8 / 6795.8,118.05163721546062
2021-11-12 00:00:00-05:00,2021-11-12,Friday,119243,1625037.4600000002,1525766.26,9.22,13.0,39.0,1.8,11.55,3.137411057248771,13.627948474962892,4.342915606507456,1829.25 / 2145.75,1011.33 / 855.0,4809.33 / 4534.33,6137.83 / 6011.0,7869.67 / 7841.67,6805.6 / 6980.2,121.44726791261394
2021-11-13 00:00:00-05:00,2021-11-13,Saturday,122448,1622774.12,1563288.25,10.14,12.0,36.0,1.86,10.31,3.0356045508747287,13.252761335424017,4.365736855883808,3923.0 / 4191.0,899.0 / 939.67,2736.67 / 2500.0,6707.5 / 6530.83,7159.0 / 7081.33,6825.4 / 6987.2,124.71151397871365
2021-11-14 00:00:00-05:00,2021-11-14,Sunday,101161,1472023.84,1320655.7100000002,11.67,12.0,38.0,2.01,16.3,3.7504993672638123,14.551297832168524,3.8800395546756725,3947.75 / 3977.75,910.0 / 959.33,2415.33 / 2215.0,6120.5 / 5950.33,6007.33 / 6094.67,4129.8 / 4348.2,103.03101288384173
2021-11-15 00:00:00-05:00,2021-11-15,Monday,106643,1494315.8099999998,1345686.6500000001,10.08,12.0,40.0,1.8,14.82,3.436341760756217,14.01231970218392,4.077606957121208,661.75 / 778.0,1057.67 / 837.33,4899.0 / 4652.33,6356.67 / 6248.83,7559.67 / 7645.33,5061.4 / 5326.6,108.6143504608647
2021-11-16 00:00:00-05:00,2021-11-16,Tuesday,114267,1560136.5899999999,1460430.11,9.35,12.0,39.0,1.79,11.62,3.1419649405319303,13.653430911811808,4.345286904479738,654.25 / 805.75,1004.67 / 825.33,5198.0 / 4864.33,6515.33 / 6417.5,7815.67 / 7812.33,6100.6 / 6406.6,116.37928400468502
2021-11-17 00:00:00-05:00,2021-11-17,Wednesday,118337,1626159.87,1538533.08,9.26,13.0,40.0,1.8,11.53,3.1552161310223017,13.741770283174326,4.3553325281491935,947.5 / 1129.25,994.33 / 820.33,5141.67 / 4792.67,6832.83 / 6708.0,7894.67 / 7917.0,6291.6 / 6596.4,120.52452003870245
